Name,Year,Genre
The Legend of Heroes: Trails in the Sky SC Evolution,2015.0,Role-Playing
Wangan Midnight,2007.0,Racing
ESPN NBA 2Night 2002,2002.0,Sports
Kekkaishi: Kokubourou no Kage,2007.0,Action
Trap Gunner: Countdown to Oblivion,1998.0,Strategy
Mame Goma: Shiro to Kuro no Meikyuu,2012.0,Action
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,2006.0,Adventure
Harukanaru Toki no Naka de Yumenoukihashi Special,2009.0,Adventure
Rise of Nations: Rise of Legends,2006.0,Strategy
Sabre Wulf,,Platform
Tsuyo Kiss: Mighty Heart,2006.0,Adventure
Zoo Tycoon,2001.0,Strategy
Gacharoku,2002.0,Misc
Cake Mania: Baker's Challenge,2008.0,Puzzle
Zoo Vet: Endangered Animals,2008.0,Simulation
Deer Drive: Legends,2012.0,Action
Criminal Girls 2,2015.0,Role-Playing
SD Gundam G Generation: Gather Beat 2,2001.0,Strategy
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,2011.0,Role-Playing
Diabolik Lovers: Dark Fate,2015.0,Action
Battle Engine Aquila,2003.0,Shooter
Astonishia Story,2006.0,Role-Playing
Special Forces: Nemesis Strike,2005.0,Shooter
Women's Volleyball Championship,2007.0,Sports
Junior Island Adventure,2011.0,Puzzle
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007.0,Sports
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,2007.0,Misc
Sacra Terra: Angelic Night,2011.0,Puzzle
Battle Assault 3 featuring Gundam Seed,2004.0,Action
Crimson Tears,2004.0,Role-Playing
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,2008.0,Simulation
Batman Forever: The Arcade Game,1996.0,Action
Romance of the Three Kingdoms (3DS),2013.0,Strategy
Electroplankton,2005.0,Misc
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,2011.0,Strategy
Mashiro Iro Symphony: *mutsu-no-hana,2011.0,Adventure
Monster Guardians,2001.0,Role-Playing
Sunday vs Magazine Shuuketsu! Choujou Daikessen,2009.0,Fighting
An American Tail: Fievel's Gold Rush,2002.0,Platform
Dead or Alive Xtreme 3: Venus,2016.0,Sports
Diabolik Lovers: More Blood,2013.0,Adventure
Magna Carta Portable,2006.0,Role-Playing
Crazy Chicken: Star Karts,2008.0,Racing
Detective Conan: Phantom Rhapsody,2014.0,Action
Super Dodgeball Brawlers (jp sales),2008.0,Sports
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,2007.0,Role-Playing
M&Ms Shell Shocked,2001.0,Action
RACE On,2009.0,Racing
K-On! After School Live!! HD Ver.,2012.0,Action
Metal Gear Solid: The Essential Collection (JP sales),2007.0,Adventure
3D Baseball,1996.0,Sports
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007.0,Misc
First Queen: Ornic Senki,1994.0,Role-Playing
Dream C Club Zero,2011.0,Simulation
Shining Stars,2008.0,Action
Tail Concerto,1998.0,Adventure
James Pond: Codename Robocod,2005.0,Platform
Yumi's Odd Odyssey,2013.0,Platform
Night Head: The Labyrinth,1995.0,Adventure
JoJo's Bizarre Adventure: Eyes of Heaven,2015.0,Fighting
Angler's Club: Ultimate Bass Fishing 3D,2011.0,Sports
Utawarerumono Portable,2009.0,Role-Playing
Gaia Saver Hero Saidai no Sakusen,1994.0,Role-Playing
EverBlue 2,2002.0,Adventure
Emma at the Farm,2008.0,Adventure
NASCAR Heat Evolution,2016.0,Racing
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,2009.0,Adventure
The Sims 2: Glamour Life Stuff,2006.0,Simulation
Safari Adventures: Africa,2007.0,Adventure
Yumeiro Patissiere: My Sweets Cooking,2010.0,Simulation
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,2006.0,Misc
Maximum Racing: GP Classic Racing,2010.0,Racing
Rugby League Live 3,2015.0,Action
PowerSlave,1996.0,Shooter
Project Gotham Racing 2 (JP weekly sales),2003.0,Action
Ukiyo no Shishi,2015.0,Action
The Binding of Isaac,2012.0,Action
CT Special Forces,2002.0,Action
FIFA World Cup: Germany 2006,2006.0,Sports
Jewel Master: Cradle of Rome,2008.0,Puzzle
Beastly,2011.0,Misc
Crash Time: Autobahn Pusuit,2008.0,Racing
Earthworm Jim 2,2002.0,Platform
Garfield: A Tale of Two Kitties,2006.0,Platform
Tamagotchi no Doki Doki Dream Omisecchi,2013.0,Simulation
Toushin Toshi,2014.0,Role-Playing
Suujin Taisen,2007.0,Strategy
Street Supremacy,2005.0,Racing
Combat Mission: Shock Force,2007.0,Strategy
Rome: Total War - Gold Edition,2006.0,Strategy
House M.D.,2010.0,Adventure
Mystery Case Files: Ravenhearst,2007.0,Puzzle
YoKai Watch Dance: Just Dance Special Version,2015.0,Misc
River King: Mystic Valley (jp sales),2007.0,Sports
Jig-A-Pix: Wild World,2009.0,Puzzle
Best Friends Tonight,2010.0,Misc
Beyond the Labyrinth,,Role-Playing
Living Legends: Frozen Beauty,2014.0,Action
.hack: Sekai no Mukou ni + Versus,2012.0,Action
Sea Park Tycoon,2010.0,Simulation
Disney Sports Soccer,2002.0,Sports
Cooking Mama 5: Bon Appetit!,2013.0,Simulation
Mame Goma: Honobo no Nikki,2007.0,Simulation
Nancy Drew: Alibi In Ashes,2011.0,Adventure
Ultimate Block Party,2004.0,Puzzle
Disney's Hide & Sneak,2003.0,Action
Nobunaga no Yabou: Kakushin with Power-Up Kit,2008.0,Strategy
Raw Danger!,2006.0,Action
Arthur and the Invisibles,2007.0,Adventure
Flipper Critters,2007.0,Simulation
Medarot 9: Kabuto Ver. / Kuwagata Ver.,2015.0,Role-Playing
Monster Rancher Hop-A-Bout,2000.0,Action
Foto Showdown,2010.0,Role-Playing
Custom Beat Battle: Draglade 2,2008.0,Fighting
Gotouchi Kenkei DS,2006.0,Misc
Bikkuriman Daijiten,,Misc
Accel World: Ginyoku no Kakusei,2012.0,Adventure
Elf Bowling 1 & 2,2005.0,Sports
Men of War,2009.0,Strategy
Toy Shop,2008.0,Simulation
Metroid Prime: Federation Force,2016.0,Action
GunGriffon: Allied Strike,2004.0,Simulation
Vitamin X Evolution,2008.0,Adventure
Saru! Get You! SaruSaru Daisakusen,2007.0,Platform
Sonic Boom: Fire & Ice,2016.0,Platform
The Flintstones: Big Trouble in Bedrock,2001.0,Platform
Hallowed Legends: Samhain,2011.0,Adventure
Captain Morgane and the Golden Turtle,2012.0,Adventure
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,2010.0,Misc
Silverlicious,2012.0,Action
Majesty 2: The Fantasy Kingdom Sim,,Simulation
Gakusen Toshi Asterisk Festa: Houka Kenran,2016.0,Fighting
BeatMania IIDX 14 Gold,2008.0,Simulation
PopCap Arcade Vol 2,2009.0,Misc
Toriko: Ultimate Survival,2013.0,Action
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1996.0,Misc
Vegas Casino,2007.0,Misc
Madou Monogatari,1998.0,Role-Playing
Smart Girl's Winter Wonderland,2008.0,Misc
Tork: Prehistoric Punk,2005.0,Platform
Togainu no Chi: True Blood,2008.0,Adventure
Onna no Ko to Misshitsu ni Itara *shichau Kamoshirenai,2012.0,Adventure
Chicken Shoot 2,2005.0,Adventure
Neverwinter Nights,2002.0,Role-Playing
East India Company Collection,2010.0,Misc
The Inner World,2013.0,Adventure
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008.0,Misc
Underground Pool,2007.0,Sports
Classic Dungeon: Fuyoku no Masoujin,2010.0,Role-Playing
Alter Ego,1985.0,Simulation
Rampo,1995.0,Adventure
River City Super Sports Challenge,2010.0,Sports
My Pet Shop (JP sales),2008.0,Simulation
Exstetra,2013.0,Role-Playing
Konami Classics Series: Arcade Hits,2007.0,Misc
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,2010.0,Simulation
SingStar Chartbreaker,2009.0,Misc
Hiiro no Kakera 2: Hisui no Shizuku,2007.0,Adventure
Sorcery Saga: The Curse of the Great Curry God,2013.0,Role-Playing
SingStar Fussballhits,2010.0,Misc
A Good Librarian Like a Good Shepherd: Library Party,2015.0,Action
Dance Factory,2006.0,Action
Montessori Music,2008.0,Misc
Totally Spies!,2005.0,Platform
DragonHeart: Fire & Steel,1996.0,Action
Nishijin Pachinko Monogatari 2,1996.0,Misc
Gal Gun: Double Peace,2015.0,Action
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,2015.0,Action
The Legend of Heroes III: Song of the Ocean,2006.0,Role-Playing
Dungeon Maker: Hunting Ground,2006.0,Role-Playing
Mushihimesama Futari Ver 1.5,2009.0,Shooter
Lock On: Modern Air Combat,2003.0,Simulation
Toaru Majutsu no Kagaku no Ensemble,2013.0,Adventure
Super Meat Boy: Ultra Edition!,2011.0,Platform
Brothers Conflict: Brilliant Blue,2013.0,Adventure
Hajime no Ippo: The Fighting! (2014),2014.0,Sports
Eyeshield 21: Field Saikyou no Senshi Tachi,2007.0,Role-Playing
Fullmetal Alchemist: Brotherhood,,Action
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,2008.0,Adventure
Medabots 9: Metabee / Rokusho,2015.0,Role-Playing
Doodle Hex,2008.0,Puzzle
Homeworld 2,2003.0,Strategy
Hakuoki Zuisouroku Omokage Hana,2015.0,Action
Hearts of Iron IV,2016.0,Strategy
thinkSMART FAMILY!,2010.0,Misc
Last Escort: Club Katze,2010.0,Adventure
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,2010.0,Adventure
Otometeki Koi Kakumei * Love Revo,2006.0,Adventure
Phantasy Star Online 2 Episode 4: Deluxe Package,2017.0,Role-Playing
Timmy Time,2011.0,Action
Infinite Stratos 2: Ignition Hearts,2014.0,Adventure
Airship Q,2015.0,Platform
Otomedius Gorgeous,2008.0,Shooter
Jikandia: The Timeless Land,2010.0,Role-Playing
Egg Mania: Eggstreme Madness,2002.0,Puzzle
Boot Camp Academy,2010.0,Action
Zero Escape: Virtue's Last Reward,2012.0,Adventure
Darkstalkers Resurrection,2013.0,Fighting
Take On Helicopters,2011.0,Simulation
Highschool Terra Story,1998.0,Adventure
Emergency! Disaster Rescue Squad,2009.0,Simulation
Empire Earth II,2005.0,Strategy
Suggoi! Arcana Heart 2,2009.0,Fighting
Mother Goose no Himitsu no Yakata,2011.0,Adventure
Winning Post 7 2009,2009.0,Sports
Knights of Honor,2004.0,Strategy
Puzzle & Action: Tant-R,1994.0,Misc
Away: Shuffle Dungeon,2008.0,Role-Playing
Bubble Bobble Evolution,2006.0,Puzzle
Codename: Panzers Cold War,2009.0,Strategy
Kekkaishi: Kokubourou Shuurai,2008.0,Action
Shugo Chara! Amunonijiro Chara Change,2008.0,Action
Galleon: Islands of Mystery,2004.0,Action
Renai 0 Kilometer,2013.0,Adventure
World Sports Competition,2009.0,Sports
Tantei Jinguuji Saburo DS: Kienai Kokoro,2008.0,Adventure
Far East of Eden Shinden,1995.0,Fighting
Sunny Garcia Surfing,2001.0,Sports
MotorHead,1998.0,Racing
Alia's Carnival! Sacrament,2015.0,Adventure
Nacho Libre,2006.0,Action
StormLover,2010.0,Adventure
Gensou Suikoden I & II,2006.0,Role-Playing
Gloria Union,2011.0,Role-Playing
Ebikore Photo Kano Kiss,2015.0,Action
Bad Apple Wars,2015.0,Action
Eyeshield 21: DevilBats DevilDays,2006.0,Role-Playing
Jyuzaengi: Engetsu Sangokuden,2012.0,Action
Shin Sangoku Musou Online: Kamishou Ranbu,2010.0,Action
Dancing Blade II: Tears of Eden,1999.0,Adventure
Kokoro no Kokoron,2011.0,Misc
Hiiro no Kakera 3: Aoikuro no Kusabi,2008.0,Adventure
BeatMania IIDX 13: DistorteD,2007.0,Simulation
Go! Go! Hypergrind,2003.0,Sports
Keshisasu-Kun: Battle Kas-tival,2010.0,Action
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,2011.0,Misc
Hot Pixel,2007.0,Puzzle
Peak Performance,1997.0,Racing
Dance Dance Revolution: Hottest Party 5,2011.0,Misc
Who Wants to be a Millionaire: 2nd Edition,2008.0,Misc
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,2012.0,Adventure
DokiDoki Majo Shinpan! 2,2008.0,Adventure
S.L.A.I.: Steel Lancer Arena International,2005.0,Simulation
Pet Alien: An Intergalactic Puzzlepalooza,2007.0,Action
Blokus Portable: Steambot Championship,2006.0,Puzzle
Renai Revenge,2015.0,Adventure
Zoboomafoo: Leapin' Lemurs!,2001.0,Action
Atelier Shallie Plus: Alchemists of the Dusk Sea,2016.0,Role-Playing
Dennou Senki Virtual-On Force,2010.0,Fighting
Sins of a Solar Empire,2008.0,Strategy
Graffiti Kingdom,2004.0,Role-Playing
Langrisser: Re:Incarnation Tensei,2015.0,Role-Playing
Nettou! Powerful Koushien,2010.0,Sports
Great Edo Blacksmith,2014.0,Adventure
Armored Core SL: Silent Line Portable,2009.0,Simulation
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,2008.0,Adventure
Lethal Enforcers I & II,1996.0,Shooter
Klonoa 2: Dream Champ Tournament,2002.0,Platform
Shantae and the Pirate's Curse,2015.0,Platform
Minna no Golf Jou Vol.1,2007.0,Sports
The Peanuts Movie: Snoopy's Grand Adventure,2015.0,Action
Power Rangers Super Megaforce,2014.0,Action
Cabela's Big Game Hunter: Pro Hunts,2014.0,Shooter
Super Collapse! II,2004.0,Puzzle
Ducati World Racing Challenge,2001.0,Racing
Pop'n Music 14 Fever!,2007.0,Misc
Golden Nugget Casino / Texas Hold 'Em Double Pack,2005.0,Misc
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,2010.0,Role-Playing
Lux-Pain (JP sales),2008.0,Adventure
Senko no Ronde DUO,2010.0,Fighting
Starshot: Space Circus Fever,1998.0,Platform
Charlie Blasts Territory,1999.0,Action
Big Mountain 2000,1998.0,Sports
Tokimeki Memorial Girl's Side 1st Love Plus,2009.0,Adventure
CIMA: The Enemy,2003.0,Role-Playing
Katekyoo Hitman Reborn! Kizuna no Tag Battle,2010.0,Fighting
Code Geass: Hangyaku no Lelouch,2007.0,Action
GTR Evolution,2008.0,Racing
Hudson x GReeeeN Live!? DeeeeS!?,2010.0,Misc
Daibakushou: Jinsei Gekijou,1995.0,Misc
Marble Madness / Klax,2005.0,Puzzle
Downstream Panic!,2008.0,Action
DJ Max Portable 3,2010.0,Misc
Suzumiya Haruhi no Chokuretsu,2009.0,Adventure
The Idolmaster: Gravure For You! Vol. 5,2012.0,Misc
S.Y.K Renshouden,2010.0,Adventure
Casino Chaos With Las Vegas Players Collection,2011.0,Misc
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,2011.0,Adventure
Konpeki no Kantai,1995.0,Strategy
D.C.I.F.: Da Capo Innocent Finale,2009.0,Adventure
Galaxy Angel II: Mugen Kairou no Kagi,2007.0,Strategy
Nectaris: Military Madness,1998.0,Strategy
Tenka-bito,2006.0,Strategy
BRAHMA Force: The Assault on Beltlogger 9,1996.0,Shooter
Petz: Dolphinz Encounter,2009.0,Simulation
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,2009.0,Action
Samurai Spirits: Tenkaichi Kenkakuden,,Fighting
Robo Pit,1995.0,Fighting
Emily Archer and the Curse of Tutankhamun,2011.0,Adventure
Story Hour: Adventures,2008.0,Adventure
Braid,2009.0,Platform
Muv-Luv Alternative: Total Eclipse,2013.0,Simulation
R-Type III: The Third Lightning,2004.0,Shooter
Hakuouki,2008.0,Adventure
"Princess Natasha: Student, Secret Agent, Princess",2006.0,Action
Atomic Betty,2005.0,Puzzle
Monster Hunter Frontier Online: Season 10,2011.0,Role-Playing
Street Jam Basketball,2004.0,Sports
Master of Monsters: Disciples of Gaia,1997.0,Strategy
Armored Core: Last Raven Portable,2010.0,Simulation
Commander: Conquest of the Americas,2010.0,Strategy
Virtual Pool: Tournament Edition,2005.0,Sports
Kung Fu Panda: Showdown of Legendary Legends,2015.0,Action
Nippon no Asoko de,2008.0,Misc
MapleStory DS,2010.0,Role-Playing
Phantasy Star Online 2: Episode 3 Deluxe Package,2015.0,Action
Let's Dance with Mel B,2011.0,Sports
Popeye: Rush for Spinach,2005.0,Platform
Beyblade Evolution,2013.0,Action
Blue Breaker: Ken Yorimo Hohoemi o,1996.0,Role-Playing
BeatMania IIDX 15: DJ Troopers,2008.0,Simulation
Heathcliff! The Fast and the Furriest,2010.0,Racing
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,2015.0,Role-Playing
Planet of the Apes,2001.0,Action
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,2011.0,Misc
Worms,2009.0,Strategy
Drake & Josh: Talent Showdown,2007.0,Adventure
Winx Club: Rockstars,2010.0,Adventure
Hissatsu Pachinko Collection 3,1995.0,Misc
Oumagatoki: Kaidan Romance,2012.0,Action
Jack Keane,2008.0,Adventure
Mahjong Kakutou Club: Zenkoku Taisenban,2006.0,Misc
Hayate no Gotoku! Nightmare Paradise,2009.0,Adventure
Nanashi no Game Me,2009.0,Action
Heroes of Hellas 2: Olympia,2012.0,Puzzle
Higurashi no Naku Koro ni Iki,2015.0,Action
HappinessCharge PreCure! Kawarun Collection,2014.0,Misc
DICE: DNA Integrated Cybernetic Enterprises,2005.0,Shooter
Battlefield 1942: The WW II Anthology,2004.0,Shooter
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,2007.0,Action
Megpoid the Music#,2013.0,Misc
Rugby League Live,2010.0,Sports
Grid Runner,1996.0,Action
Saihai no Yukue,2008.0,Strategy
Metal Dungeon,2002.0,Role-Playing
Guitar Freaks V & DrumMania V,2006.0,Simulation
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,2009.0,Adventure
Gekido Advance: Kintaro's Revenge,2002.0,Action
OZMAFIA!! -vivace-,2015.0,Adventure
Girls Only,2010.0,Simulation
Power Poke Dash,2006.0,Sports
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,2009.0,Misc
Detective Opera: Milky Holmes 2,2012.0,Adventure
Turn It Around,2006.0,Action
Blaze Union: Story to Reach the Future,2010.0,Role-Playing
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,2016.0,Role-Playing
Race Driver 2006,2006.0,Racing
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,2010.0,Adventure
Buffy the Vampire Slayer: Wrath of the Darkhul King,2003.0,Action
My Hero Academia: Battle for All,2016.0,Action
Nisekoi: Yomeiri!?,2014.0,Adventure
New Tokyo Legacy: Operation Babel,2015.0,Role-Playing
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,2011.0,Misc
Triple Pack: Xbox Live Arcade Compilation,2011.0,Misc
101-in-1 Sports Party Megamix,2010.0,Sports
Roadsters,2000.0,Racing
DeathSmiles II,2010.0,Shooter
Calcio Bit,2006.0,Sports
Whiteout,2002.0,Racing
Hyakumanton no Bara Bara,2010.0,Strategy
Galaxy Angel II: Zettairyouiki no Tobira,2006.0,Strategy
The Great Mystery Hidden Object Package 5,2015.0,Adventure
1000 Cooking Recipes from ELLE à table,2010.0,Misc
Hajime no Ippo: The Fighting,2002.0,Fighting
Stellaris,2016.0,Strategy
Spectral Souls: Resurrection of the Ethereal Empires,2005.0,Role-Playing
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,2010.0,Adventure
Syberia II,2004.0,Adventure
PopCap Hits! Vol 2,2011.0,Misc
Ao no Kanata no Four Rhythm,2016.0,Adventure
Motor Trend presents Lotus Challenge,2003.0,Racing
Mystery Trackers: The Void,2011.0,Puzzle
Bleach DS 4th: Flame Bringer,2009.0,Action
Pacific Liberator,2009.0,Action
Botanicula,2012.0,Adventure
Parfait,2015.0,Adventure
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,2009.0,Adventure
The King of Fighters Portable '94~'98: Chapter of Orochi,2010.0,Fighting
Nisenochigiri: Omoide no Saki e,2011.0,Adventure
Age of Conan: Rise of the Godslayer,2010.0,Role-Playing
Battlefield Vietnam,2004.0,Shooter
In Cold Blood,2000.0,Adventure
Mega Minis Volume 2,2011.0,Misc
Kamigami no Asobi,2013.0,Adventure
Kong: King of Atlantis,2005.0,Action
Kidou Senshi V Gundam,1994.0,Action
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,2005.0,Action
The Settlers II 10th Anniversary,2006.0,Action
Wrestle Angels: Survivor 2,2008.0,Fighting
Betty Boop's Double Shift,2007.0,Puzzle
Warhammer: Mark of Chaos,2006.0,Strategy
Tsuku Monogatari,2011.0,Adventure
Vitamin Z,2009.0,Adventure
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,2011.0,Adventure
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,2010.0,Adventure
Harukanaru Toki no Naka de 5: Kazahanaki,2012.0,Role-Playing
Nobunaga no Yabou DS 2,2008.0,Strategy
The IdolM@ster: Gravure For You! Vol. 6,2012.0,Action
Ghostbusters (2016),2016.0,Action
Secrets of the Titanic,2012.0,Action
Metal Saga: Hagane no Kisetsu,2006.0,Role-Playing
Animaniacs: The Great Edgar Hunt,2005.0,Platform
Harukanaru Toki no Naka de 6,2015.0,Action
Dream Club Zero Portable,2011.0,Simulation
Cossacks: European Wars,2001.0,Strategy
The Island of Dr. Frankenstein,2009.0,Adventure
TV Total Events,2011.0,Misc
Battle Arena Toshinden URA,1995.0,Fighting
Darius Burst: Chronicle Saviours,2016.0,Action
Labyrinth Cross Blood: Infinity,2013.0,Role-Playing
Prince of Persia (2008),2008.0,Action
Super Duper Sumos,,Action
HotBrain,2007.0,Puzzle
UK Truck Simulator,2010.0,Simulation
Gudetama: Hanjuku de Tanomuwa,2015.0,Action
MechAssault: Phantom War,2006.0,Simulation
Magicka,2011.0,Role-Playing
Moto Racer DS,2008.0,Racing
The Last Guy,2009.0,Action
Akane Iro ni Somaru Saka Parallel,2008.0,Adventure
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,2011.0,Adventure
Monster Hunter Frontier Online: Forward 1,2011.0,Role-Playing
X3: Terran Conflict,2008.0,Simulation
Timeshock! Pro Pinball,1998.0,Misc
D1 Professional Drift Grand Prix Series,2005.0,Racing
Starry ? Sky: In Winter,2011.0,Misc
Little Bears,2009.0,Simulation
Rush Hour,1997.0,Misc
Pro Cast Sports Fishing,2003.0,Sports
Gintama: Banji Oku Chuubu!,2007.0,Action
Saka Agari Hurricane Portable,2011.0,Adventure
Negima!? Dream Tactic Yumemiru Otome Princess,2007.0,Strategy
King Arthur II,2011.0,Strategy
Dakar 2: The World's Ultimate Rally,2003.0,Racing
Jewel Match 2,2012.0,Puzzle
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",2011.0,Misc
Guild Wars: Nightfall,2006.0,Role-Playing
Dave Mirra Freestyle BMX 3,2002.0,Sports
My Animal Centre,2009.0,Simulation
Eco Creatures: Save The Forest,2007.0,Adventure
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,2009.0,Adventure
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,2011.0,Action
Dragon Tamer: Sound Spirit,2007.0,Role-Playing
La Pucelle: Ragnarok,2009.0,Role-Playing
Kiniro no Corda 2 f Encore,2009.0,Role-Playing
Darius II,1995.0,Shooter
RollerCoaster Tycoon 2: Triple Thrill Pack,2003.0,Strategy
Bleach: Soul Carnival 2,2009.0,Fighting
ParaParaParadise,2001.0,Misc
Tiger & Bunny: On-Air Jack!,2012.0,Action
Eureka Seven AO: Jungfrau no Hanabanatachi,2012.0,Action
Warship Gunner 2,2006.0,Simulation
Gotcha Force,2003.0,Shooter
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,2007.0,Fighting
CID The Dummy,2009.0,Platform
Xblaze: Lost Memories,2015.0,Adventure
The Perfect Golf,1995.0,Sports
Let's Sing 2016,2015.0,Action
Wrestle Kingdom,2006.0,Fighting
Demon Driver: Time to Burn Rubber!,2003.0,Racing
Bigfoot King of Crush,2011.0,Racing
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,2006.0,Adventure
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,2013.0,Fighting
The Sims 2: Bon Voyage,2007.0,Simulation
Brothers Conflict: Passion Pink,2012.0,Action
Kuryuu Youma Gakuenki Recharge,2006.0,Adventure
My Frogger: Toy Trials,2006.0,Action
Jet Grind Radio,2003.0,Action
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,2009.0,Action
3DS Classic Collection,2016.0,Misc
The Adventures of Lomax,1996.0,Platform
Neverwinter Nights Diamond,2004.0,Role-Playing
Divinity II: Flames of Vengeance,2010.0,Role-Playing
Under the Skin,2004.0,Action
Battlefield 2142,2006.0,Shooter
Kabu Trader Shun,2007.0,Action
Poy Poy,1997.0,Action
Hermie Hopperhead: Scrap Panic,1995.0,Platform
DrumMania 7th Mix,2001.0,Simulation
Runabout 3: Neo Age,2002.0,Racing
AMNESIA World,2014.0,Adventure
My Ballet Studio,2009.0,Simulation
Guild Wars,2005.0,Role-Playing
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,2010.0,Adventure
Sengoku Efuda Yuugi: Hototogisu Tairan,2010.0,Strategy
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,2007.0,Sports
Touch Shot! Love Application,2012.0,Adventure
Nanotek Warrior,1997.0,Shooter
Galileo,2008.0,Adventure
Captain Tsubasa J: The Way to World Youth,1995.0,Sports
Alien Breed Trilogy,2011.0,Shooter
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,2015.0,Simulation
Sengoku Basara: Sanada Yukimura-Den,2016.0,Action
Kisuato,2015.0,Adventure
Renegade Racers,1999.0,Racing
The Legend of Korra (3DS),2014.0,Strategy
AniMates!,2007.0,Simulation
Monster High 13 Wishes,2013.0,Action
Franklin the Turtle,2005.0,Misc
Catan,2009.0,Strategy
Gauntlet / Rampart,2005.0,Misc
Age of Empires III: Gold Edition,2007.0,Strategy
Dream Girl Premier,2015.0,Misc
River King: Wonderful Journey,2005.0,Sports
Senran Kagura: Bon Appétit!,2014.0,Misc
Ducati Moto,2008.0,Racing
Justice League Heroes: The Flash,2006.0,Action
Pop Cutie! Street Fashion Simulation (JP sales),2008.0,Simulation
Kawasaki Snowmobiles,2008.0,Racing
Dungeon Siege II,2005.0,Role-Playing
Bae Yong-joon to Manabu Kankokugo DS,2009.0,Misc
World War II Combat: Road To Berlin,2006.0,Shooter
Metal Saga,2005.0,Role-Playing
Imagine: Sweet 16,2010.0,Simulation
SWAT 4,2005.0,Shooter
Last Escort 2: Shinya no Amai Toge,2008.0,Adventure
Pop'n Music 13 Carnival,2006.0,Simulation
Magicka Collection,2011.0,Adventure
Tokushu Houdoubu,2012.0,Adventure
My DoItAll,2009.0,Misc
Legacy of Ys: Books I & II,,Role-Playing
Shakugan no Shana,2006.0,Adventure
Monster Mayhem: Build and Battle,2009.0,Simulation
I Heart Geeks,2011.0,Puzzle
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,2008.0,Action
The King of Fighters: Maximum Impact - Maniax,,Fighting
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,2011.0,Adventure
Hankou Shashin,1996.0,Adventure
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,2015.0,Role-Playing
Marker Man Adventures,2009.0,Platform
Capcom Digital Collection,2012.0,Action
