,Name,Year,Genre,Global_Sales
9798,Gakusen Toshi Asterisk Festa: Houka Kenran,2016.0,Fighting,0.03
9799,BeatMania IIDX 14 Gold,2008.0,Simulation,0.03
9800,PopCap Arcade Vol 2,2009.0,Misc,0.03
9801,Toriko: Ultimate Survival,2013.0,Action,0.03
9802,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1996.0,Misc,0.03
9803,Vegas Casino,2007.0,Misc,0.03
9804,Madou Monogatari,1998.0,Role-Playing,0.03
9805,Smart Girl's Winter Wonderland,2008.0,Misc,0.03
9806,Tork: Prehistoric Punk,2005.0,Platform,0.03
9807,Togainu no Chi: True Blood,2008.0,Adventure,0.03
9808,Onna no Ko to Misshitsu ni Itara *shichau Kamoshirenai,2012.0,Adventure,0.03
9809,Chicken Shoot 2,2005.0,Adventure,0.03
9810,Neverwinter Nights,2002.0,Role-Playing,0.03
9811,East India Company Collection,2010.0,Misc,0.03
9812,The Inner World,2013.0,Adventure,0.03
9813,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008.0,Misc,0.03
9814,Underground Pool,2007.0,Sports,0.03
9815,Classic Dungeon: Fuyoku no Masoujin,2010.0,Role-Playing,0.03
9816,Alter Ego,1985.0,Simulation,0.03
9817,Rampo,1995.0,Adventure,0.03
9818,River City Super Sports Challenge,2010.0,Sports,0.03
9819,My Pet Shop (JP sales),2008.0,Simulation,0.03
9820,Exstetra,2013.0,Role-Playing,0.04
9821,Konami Classics Series: Arcade Hits,2007.0,Misc,0.03
9822,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,2010.0,Simulation,0.03
9823,SingStar Chartbreaker,2009.0,Misc,0.03
9824,Hiiro no Kakera 2: Hisui no Shizuku,2007.0,Adventure,0.03
9825,Sorcery Saga: The Curse of the Great Curry God,2013.0,Role-Playing,0.03
9826,SingStar Fussballhits,2010.0,Misc,0.03
9827,A Good Librarian Like a Good Shepherd: Library Party,2015.0,Action,0.03
9828,Dance Factory,2006.0,Action,0.03
9829,Montessori Music,2008.0,Misc,0.03
9830,Totally Spies!,2005.0,Platform,0.03
9831,DragonHeart: Fire & Steel,1996.0,Action,0.03
9832,Nishijin Pachinko Monogatari 2,1996.0,Misc,0.03
9833,Gal Gun: Double Peace,2015.0,Action,0.03
9834,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,2015.0,Action,0.03
9835,The Legend of Heroes III: Song of the Ocean,2006.0,Role-Playing,0.03
9836,Dungeon Maker: Hunting Ground,2006.0,Role-Playing,0.03
9837,Mushihimesama Futari Ver 1.5,2009.0,Shooter,0.03
9838,Lock On: Modern Air Combat,2003.0,Simulation,0.03
9839,Toaru Majutsu no Kagaku no Ensemble,2013.0,Adventure,0.03
9840,Super Meat Boy: Ultra Edition!,2011.0,Platform,0.03
9841,Brothers Conflict: Brilliant Blue,2013.0,Adventure,0.03
9842,Hajime no Ippo: The Fighting! (2014),2014.0,Sports,0.03
9843,Eyeshield 21: Field Saikyou no Senshi Tachi,2007.0,Role-Playing,0.03
9844,Fullmetal Alchemist: Brotherhood,,Action,0.03
9845,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,2008.0,Adventure,0.03
9846,Medabots 9: Metabee / Rokusho,2015.0,Role-Playing,0.03
9847,Doodle Hex,2008.0,Puzzle,0.03
9848,Homeworld 2,2003.0,Strategy,0.03
9849,Hakuoki Zuisouroku Omokage Hana,2015.0,Action,0.03
9850,Hearts of Iron IV,2016.0,Strategy,0.03
9851,thinkSMART FAMILY!,2010.0,Misc,0.03
9852,Last Escort: Club Katze,2010.0,Adventure,0.04
9853,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,2010.0,Adventure,0.03
9854,Otometeki Koi Kakumei * Love Revo,2006.0,Adventure,0.03
9855,Phantasy Star Online 2 Episode 4: Deluxe Package,2017.0,Role-Playing,0.04
9856,Timmy Time,2011.0,Action,0.03
9857,Infinite Stratos 2: Ignition Hearts,2014.0,Adventure,0.06
9858,Airship Q,2015.0,Platform,0.03
9859,Otomedius Gorgeous,2008.0,Shooter,0.03
9860,Jikandia: The Timeless Land,2010.0,Role-Playing,0.03
9861,Egg Mania: Eggstreme Madness,2002.0,Puzzle,0.05
9862,Boot Camp Academy,2010.0,Action,0.03
9863,Zero Escape: Virtue's Last Reward,2012.0,Adventure,0.03
9864,Darkstalkers Resurrection,2013.0,Fighting,0.03
9865,Take On Helicopters,2011.0,Simulation,0.03
9866,Highschool Terra Story,1998.0,Adventure,0.03
9867,Emergency! Disaster Rescue Squad,2009.0,Simulation,0.03
9868,Empire Earth II,2005.0,Strategy,0.03
9869,Suggoi! Arcana Heart 2,2009.0,Fighting,0.03
9870,Mother Goose no Himitsu no Yakata,2011.0,Adventure,0.03
9871,Winning Post 7 2009,2009.0,Sports,0.03
9872,Knights of Honor,2004.0,Strategy,0.03
9873,Puzzle & Action: Tant-R,1994.0,Misc,0.03
9874,Away: Shuffle Dungeon,2008.0,Role-Playing,0.03
9875,Bubble Bobble Evolution,2006.0,Puzzle,0.03
9876,Codename: Panzers Cold War,2009.0,Strategy,0.03
9877,Kekkaishi: Kokubourou Shuurai,2008.0,Action,0.03
9878,Shugo Chara! Amunonijiro Chara Change,2008.0,Action,0.03
9879,Galleon: Islands of Mystery,2004.0,Action,0.03
9880,Renai 0 Kilometer,2013.0,Adventure,0.03
9881,World Sports Competition,2009.0,Sports,0.03
9882,Tantei Jinguuji Saburo DS: Kienai Kokoro,2008.0,Adventure,0.03
9883,Far East of Eden Shinden,1995.0,Fighting,0.03
9884,Sunny Garcia Surfing,2001.0,Sports,0.03
9885,MotorHead,1998.0,Racing,0.03
9886,Alia's Carnival! Sacrament,2015.0,Adventure,0.03
9887,Nacho Libre,2006.0,Action,0.03
9888,StormLover,2010.0,Adventure,0.03
9889,Gensou Suikoden I & II,2006.0,Role-Playing,0.03
9890,Gloria Union,2011.0,Role-Playing,0.03
9891,Ebikore Photo Kano Kiss,2015.0,Action,0.03
9892,Bad Apple Wars,2015.0,Action,0.03
9893,Eyeshield 21: DevilBats DevilDays,2006.0,Role-Playing,0.03
9894,Jyuzaengi: Engetsu Sangokuden,2012.0,Action,0.03
9895,Shin Sangoku Musou Online: Kamishou Ranbu,2010.0,Action,0.03
9896,Dancing Blade II: Tears of Eden,1999.0,Adventure,0.03
9897,Kokoro no Kokoron,2011.0,Misc,0.03
9898,Hiiro no Kakera 3: Aoikuro no Kusabi,2008.0,Adventure,0.03
9899,BeatMania IIDX 13: DistorteD,2007.0,Simulation,0.03
9900,Go! Go! Hypergrind,2003.0,Sports,0.03
9901,Keshisasu-Kun: Battle Kas-tival,2010.0,Action,0.03
9902,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,2011.0,Misc,0.03
9903,Hot Pixel,2007.0,Puzzle,0.03
9904,Peak Performance,1997.0,Racing,0.03
9905,Dance Dance Revolution: Hottest Party 5,2011.0,Misc,0.03
9906,Who Wants to be a Millionaire: 2nd Edition,2008.0,Misc,0.04
9907,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,2012.0,Adventure,0.06
9908,DokiDoki Majo Shinpan! 2,2008.0,Adventure,0.03
9909,S.L.A.I.: Steel Lancer Arena International,2005.0,Simulation,0.03
9910,Pet Alien: An Intergalactic Puzzlepalooza,2007.0,Action,0.03
9911,Blokus Portable: Steambot Championship,2006.0,Puzzle,0.03
9912,Renai Revenge,2015.0,Adventure,0.03
9913,Zoboomafoo: Leapin' Lemurs!,2001.0,Action,0.03
9914,Atelier Shallie Plus: Alchemists of the Dusk Sea,2016.0,Role-Playing,0.03
9915,Dennou Senki Virtual-On Force,2010.0,Fighting,0.03
9916,Sins of a Solar Empire,2008.0,Strategy,0.03
9917,Graffiti Kingdom,2004.0,Role-Playing,0.03
9918,Langrisser: Re:Incarnation Tensei,2015.0,Role-Playing,0.03
9919,Nettou! Powerful Koushien,2010.0,Sports,0.03
9920,Great Edo Blacksmith,2014.0,Adventure,0.03
9921,Armored Core SL: Silent Line Portable,2009.0,Simulation,0.03
9922,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,2008.0,Adventure,0.03
9923,Lethal Enforcers I & II,1996.0,Shooter,0.03
9924,Klonoa 2: Dream Champ Tournament,2002.0,Platform,0.03
9925,Shantae and the Pirate's Curse,2015.0,Platform,0.03
9926,Minna no Golf Jou Vol.1,2007.0,Sports,0.03
9927,The Peanuts Movie: Snoopy's Grand Adventure,2015.0,Action,0.09
9928,Power Rangers Super Megaforce,2014.0,Action,0.03
9929,Cabela's Big Game Hunter: Pro Hunts,2014.0,Shooter,0.08
9930,Super Collapse! II,2004.0,Puzzle,0.03
9931,Ducati World Racing Challenge,2001.0,Racing,0.03
9932,Pop'n Music 14 Fever!,2007.0,Misc,0.03
9933,Golden Nugget Casino / Texas Hold 'Em Double Pack,2005.0,Misc,0.03
9934,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,2010.0,Role-Playing,0.03
9935,Lux-Pain (JP sales),2008.0,Adventure,0.03
9936,Senko no Ronde DUO,2010.0,Fighting,0.03
9937,Starshot: Space Circus Fever,1998.0,Platform,0.03
9938,Charlie Blasts Territory,1999.0,Action,0.03
9939,Big Mountain 2000,1998.0,Sports,0.03
9940,Tokimeki Memorial Girl's Side 1st Love Plus,2009.0,Adventure,0.03
9941,CIMA: The Enemy,2003.0,Role-Playing,0.03
9942,Katekyoo Hitman Reborn! Kizuna no Tag Battle,2010.0,Fighting,0.03
9943,Code Geass: Hangyaku no Lelouch,2007.0,Action,0.03
9944,GTR Evolution,2008.0,Racing,0.03
9945,Hudson x GReeeeN Live!? DeeeeS!?,2010.0,Misc,0.03
9946,Daibakushou: Jinsei Gekijou,1995.0,Misc,0.03
9947,Marble Madness / Klax,2005.0,Puzzle,0.03
9948,Downstream Panic!,2008.0,Action,0.03
9949,DJ Max Portable 3,2010.0,Misc,0.03
9950,Suzumiya Haruhi no Chokuretsu,2009.0,Adventure,0.03
9951,The Idolmaster: Gravure For You! Vol. 5,2012.0,Misc,0.03
9952,S.Y.K Renshouden,2010.0,Adventure,0.03
9953,Casino Chaos With Las Vegas Players Collection,2011.0,Misc,0.03
9954,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,2011.0,Adventure,0.03
9955,Konpeki no Kantai,1995.0,Strategy,0.03
9956,D.C.I.F.: Da Capo Innocent Finale,2009.0,Adventure,0.03
9957,Galaxy Angel II: Mugen Kairou no Kagi,2007.0,Strategy,0.03
9958,Nectaris: Military Madness,1998.0,Strategy,0.03
9959,Tenka-bito,2006.0,Strategy,0.03
9960,BRAHMA Force: The Assault on Beltlogger 9,1996.0,Shooter,0.03
9961,Petz: Dolphinz Encounter,2009.0,Simulation,0.03
9962,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,2009.0,Action,0.03
9963,Samurai Spirits: Tenkaichi Kenkakuden,,Fighting,0.03
9964,Robo Pit,1995.0,Fighting,0.03
9965,Emily Archer and the Curse of Tutankhamun,2011.0,Adventure,0.03
9966,Story Hour: Adventures,2008.0,Adventure,0.03
9967,Braid,2009.0,Platform,0.03
9968,Muv-Luv Alternative: Total Eclipse,2013.0,Simulation,0.03
9969,R-Type III: The Third Lightning,2004.0,Shooter,0.03
9970,Hakuouki,2008.0,Adventure,0.03
9971,"Princess Natasha: Student, Secret Agent, Princess",2006.0,Action,0.03
9972,Atomic Betty,2005.0,Puzzle,0.03
9973,Monster Hunter Frontier Online: Season 10,2011.0,Role-Playing,0.03
9974,Street Jam Basketball,2004.0,Sports,0.03
9975,Master of Monsters: Disciples of Gaia,1997.0,Strategy,0.03
9976,Armored Core: Last Raven Portable,2010.0,Simulation,0.03
9977,Commander: Conquest of the Americas,2010.0,Strategy,0.03
9978,Virtual Pool: Tournament Edition,2005.0,Sports,0.03
9979,Kung Fu Panda: Showdown of Legendary Legends,2015.0,Action,0.07
9980,Nippon no Asoko de,2008.0,Misc,0.03
9981,MapleStory DS,2010.0,Role-Playing,0.03
9982,Phantasy Star Online 2: Episode 3 Deluxe Package,2015.0,Action,0.03
9983,Let's Dance with Mel B,2011.0,Sports,0.08
9984,Popeye: Rush for Spinach,2005.0,Platform,0.03
9985,Beyblade Evolution,2013.0,Action,0.03
9986,Blue Breaker: Ken Yorimo Hohoemi o,1996.0,Role-Playing,0.03
9987,BeatMania IIDX 15: DJ Troopers,2008.0,Simulation,0.03
9988,Heathcliff! The Fast and the Furriest,2010.0,Racing,0.03
9989,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,2015.0,Role-Playing,0.03
9990,Planet of the Apes,2001.0,Action,0.03
9991,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,2011.0,Misc,0.03
9992,Worms,2009.0,Strategy,0.05
9993,Drake & Josh: Talent Showdown,2007.0,Adventure,0.03
9994,Winx Club: Rockstars,2010.0,Adventure,0.03
9995,Hissatsu Pachinko Collection 3,1995.0,Misc,0.03
9996,Oumagatoki: Kaidan Romance,2012.0,Action,0.03
9997,Jack Keane,2008.0,Adventure,0.03
9998,Mahjong Kakutou Club: Zenkoku Taisenban,2006.0,Misc,0.03
9999,Hayate no Gotoku! Nightmare Paradise,2009.0,Adventure,0.03
10000,Nanashi no Game Me,2009.0,Action,0.03
10001,Heroes of Hellas 2: Olympia,2012.0,Puzzle,0.03
10002,Higurashi no Naku Koro ni Iki,2015.0,Action,0.04
10003,HappinessCharge PreCure! Kawarun Collection,2014.0,Misc,0.03
10004,DICE: DNA Integrated Cybernetic Enterprises,2005.0,Shooter,0.03
10005,Battlefield 1942: The WW II Anthology,2004.0,Shooter,0.03
10006,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,2007.0,Action,0.03
10007,Megpoid the Music#,2013.0,Misc,0.03
10008,Rugby League Live,2010.0,Sports,0.06
10009,Grid Runner,1996.0,Action,0.03
10010,Saihai no Yukue,2008.0,Strategy,0.03
10011,Metal Dungeon,2002.0,Role-Playing,0.03
10012,Guitar Freaks V & DrumMania V,2006.0,Simulation,0.03
10013,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,2009.0,Adventure,0.03
10014,Gekido Advance: Kintaro's Revenge,2002.0,Action,0.03
10015,OZMAFIA!! -vivace-,2015.0,Adventure,0.03
10016,Girls Only,2010.0,Simulation,0.03
10017,Power Poke Dash,2006.0,Sports,0.03
10018,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,2009.0,Misc,0.03
10019,Detective Opera: Milky Holmes 2,2012.0,Adventure,0.03
10020,Turn It Around,2006.0,Action,0.03
10021,Blaze Union: Story to Reach the Future,2010.0,Role-Playing,0.03
10022,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,2016.0,Role-Playing,0.03
10023,Race Driver 2006,2006.0,Racing,0.03
10024,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,2010.0,Adventure,0.03
10025,Buffy the Vampire Slayer: Wrath of the Darkhul King,2003.0,Action,0.03
10026,My Hero Academia: Battle for All,2016.0,Action,0.03
10027,Nisekoi: Yomeiri!?,2014.0,Adventure,0.03
10028,New Tokyo Legacy: Operation Babel,2015.0,Role-Playing,0.03
10029,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,2011.0,Misc,0.03
10030,Triple Pack: Xbox Live Arcade Compilation,2011.0,Misc,0.03
10031,101-in-1 Sports Party Megamix,2010.0,Sports,0.03
10032,Roadsters,2000.0,Racing,0.03
10033,DeathSmiles II,2010.0,Shooter,0.03
10034,Calcio Bit,2006.0,Sports,0.03
10035,Whiteout,2002.0,Racing,0.05
10036,Hyakumanton no Bara Bara,2010.0,Strategy,0.03
10037,Galaxy Angel II: Zettairyouiki no Tobira,2006.0,Strategy,0.03
10038,The Great Mystery Hidden Object Package 5,2015.0,Adventure,0.03
10039,1000 Cooking Recipes from ELLE à table,2010.0,Misc,0.03
10040,Hajime no Ippo: The Fighting,2002.0,Fighting,0.03
10041,Stellaris,2016.0,Strategy,0.03
10042,Spectral Souls: Resurrection of the Ethereal Empires,2005.0,Role-Playing,0.03
10043,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,2010.0,Adventure,0.03
10044,Syberia II,2004.0,Adventure,0.05
10045,PopCap Hits! Vol 2,2011.0,Misc,0.03
10046,Ao no Kanata no Four Rhythm,2016.0,Adventure,0.03
10047,Motor Trend presents Lotus Challenge,2003.0,Racing,0.03
10048,Mystery Trackers: The Void,2011.0,Puzzle,0.03
10049,Bleach DS 4th: Flame Bringer,2009.0,Action,0.03
10050,Pacific Liberator,2009.0,Action,0.03
10051,Botanicula,2012.0,Adventure,0.03
10052,Parfait,2015.0,Adventure,0.03
10053,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,2009.0,Adventure,0.03
10054,The King of Fighters Portable '94~'98: Chapter of Orochi,2010.0,Fighting,0.03
10055,Nisenochigiri: Omoide no Saki e,2011.0,Adventure,0.03
10056,Age of Conan: Rise of the Godslayer,2010.0,Role-Playing,0.03
10057,Battlefield Vietnam,2004.0,Shooter,0.03
10058,In Cold Blood,2000.0,Adventure,0.03
10059,Mega Minis Volume 2,2011.0,Misc,0.03
10060,Kamigami no Asobi,2013.0,Adventure,0.03
10061,Kong: King of Atlantis,2005.0,Action,0.03
10062,Kidou Senshi V Gundam,1994.0,Action,0.03
10063,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,2005.0,Action,0.03
10064,The Settlers II 10th Anniversary,2006.0,Action,0.03
10065,Wrestle Angels: Survivor 2,2008.0,Fighting,0.03
10066,Betty Boop's Double Shift,2007.0,Puzzle,0.03
10067,Warhammer: Mark of Chaos,2006.0,Strategy,0.03
10068,Tsuku Monogatari,2011.0,Adventure,0.03
10069,Vitamin Z,2009.0,Adventure,0.03
10070,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,2011.0,Adventure,0.03
10071,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,2010.0,Adventure,0.03
10072,Harukanaru Toki no Naka de 5: Kazahanaki,2012.0,Role-Playing,0.03
10073,Nobunaga no Yabou DS 2,2008.0,Strategy,0.03
10074,The IdolM@ster: Gravure For You! Vol. 6,2012.0,Action,0.03
10075,Ghostbusters (2016),2016.0,Action,0.05
10076,Secrets of the Titanic,2012.0,Action,0.03
10077,Metal Saga: Hagane no Kisetsu,2006.0,Role-Playing,0.03
10078,Animaniacs: The Great Edgar Hunt,2005.0,Platform,0.03
10079,Harukanaru Toki no Naka de 6,2015.0,Action,0.05
10080,Dream Club Zero Portable,2011.0,Simulation,0.03
10081,Cossacks: European Wars,2001.0,Strategy,0.03
10082,The Island of Dr. Frankenstein,2009.0,Adventure,0.03
10083,TV Total Events,2011.0,Misc,0.03
10084,Battle Arena Toshinden URA,1995.0,Fighting,0.03
10085,Darius Burst: Chronicle Saviours,2016.0,Action,0.03
10086,Labyrinth Cross Blood: Infinity,2013.0,Role-Playing,0.03
10087,Prince of Persia (2008),2008.0,Action,0.03
10088,Super Duper Sumos,,Action,0.03
10089,HotBrain,2007.0,Puzzle,0.03
10090,UK Truck Simulator,2010.0,Simulation,0.03
10091,Gudetama: Hanjuku de Tanomuwa,2015.0,Action,0.03
10092,MechAssault: Phantom War,2006.0,Simulation,0.03
10093,Magicka,2011.0,Role-Playing,0.03
10094,Moto Racer DS,2008.0,Racing,0.03
10095,The Last Guy,2009.0,Action,0.03
10096,Akane Iro ni Somaru Saka Parallel,2008.0,Adventure,0.03
10097,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,2011.0,Adventure,0.03
10098,Monster Hunter Frontier Online: Forward 1,2011.0,Role-Playing,0.03
10099,X3: Terran Conflict,2008.0,Simulation,0.03
10100,Timeshock! Pro Pinball,1998.0,Misc,0.03
10101,D1 Professional Drift Grand Prix Series,2005.0,Racing,0.03
10102,Starry ? Sky: In Winter,2011.0,Misc,0.03
10103,Little Bears,2009.0,Simulation,0.03
10104,Rush Hour,1997.0,Misc,0.03
10105,Pro Cast Sports Fishing,2003.0,Sports,0.03
10106,Gintama: Banji Oku Chuubu!,2007.0,Action,0.03
10107,Saka Agari Hurricane Portable,2011.0,Adventure,0.03
10108,Negima!? Dream Tactic Yumemiru Otome Princess,2007.0,Strategy,0.03
10109,King Arthur II,2011.0,Strategy,0.03
10110,Dakar 2: The World's Ultimate Rally,2003.0,Racing,0.05
10111,Jewel Match 2,2012.0,Puzzle,0.03
10112,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",2011.0,Misc,0.03
10113,Guild Wars: Nightfall,2006.0,Role-Playing,0.03
10114,Dave Mirra Freestyle BMX 3,2002.0,Sports,0.03
10115,My Animal Centre,2009.0,Simulation,0.03
10116,Eco Creatures: Save The Forest,2007.0,Adventure,0.03
10117,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,2009.0,Adventure,0.03
10118,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,2011.0,Action,0.03
10119,Dragon Tamer: Sound Spirit,2007.0,Role-Playing,0.03
10120,La Pucelle: Ragnarok,2009.0,Role-Playing,0.03
10121,Kiniro no Corda 2 f Encore,2009.0,Role-Playing,0.03
10122,Darius II,1995.0,Shooter,0.03
10123,RollerCoaster Tycoon 2: Triple Thrill Pack,2003.0,Strategy,0.03
10124,Bleach: Soul Carnival 2,2009.0,Fighting,0.03
10125,ParaParaParadise,2001.0,Misc,0.03
10126,Tiger & Bunny: On-Air Jack!,2012.0,Action,0.03
10127,Eureka Seven AO: Jungfrau no Hanabanatachi,2012.0,Action,0.03
10128,Warship Gunner 2,2006.0,Simulation,0.03
10129,Gotcha Force,2003.0,Shooter,0.03
10130,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,2007.0,Fighting,0.03
10131,CID The Dummy,2009.0,Platform,0.06
10132,Xblaze: Lost Memories,2015.0,Adventure,0.05
10133,The Perfect Golf,1995.0,Sports,0.03
10134,Let's Sing 2016,2015.0,Action,0.03
10135,Wrestle Kingdom,2006.0,Fighting,0.03
10136,Demon Driver: Time to Burn Rubber!,2003.0,Racing,0.03
10137,Bigfoot King of Crush,2011.0,Racing,0.03
10138,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,2006.0,Adventure,0.03
10139,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,2013.0,Fighting,0.03
10140,The Sims 2: Bon Voyage,2007.0,Simulation,0.03
10141,Brothers Conflict: Passion Pink,2012.0,Action,0.03
10142,Kuryuu Youma Gakuenki Recharge,2006.0,Adventure,0.03
10143,My Frogger: Toy Trials,2006.0,Action,0.03
10144,Jet Grind Radio,2003.0,Action,0.03
10145,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,2009.0,Action,0.03
10146,3DS Classic Collection,2016.0,Misc,0.03
10147,The Adventures of Lomax,1996.0,Platform,0.03
10148,Neverwinter Nights Diamond,2004.0,Role-Playing,0.03
10149,Divinity II: Flames of Vengeance,2010.0,Role-Playing,0.03
10150,Under the Skin,2004.0,Action,0.03
10151,Battlefield 2142,2006.0,Shooter,0.03
10152,Kabu Trader Shun,2007.0,Action,0.03
10153,Poy Poy,1997.0,Action,0.03
10154,Hermie Hopperhead: Scrap Panic,1995.0,Platform,0.03
10155,DrumMania 7th Mix,2001.0,Simulation,0.03
10156,Runabout 3: Neo Age,2002.0,Racing,0.03
10157,AMNESIA World,2014.0,Adventure,0.03
10158,My Ballet Studio,2009.0,Simulation,0.05
10159,Guild Wars,2005.0,Role-Playing,0.03
10160,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,2010.0,Adventure,0.03
10161,Sengoku Efuda Yuugi: Hototogisu Tairan,2010.0,Strategy,0.03
10162,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,2007.0,Sports,0.03
10163,Touch Shot! Love Application,2012.0,Adventure,0.03
10164,Nanotek Warrior,1997.0,Shooter,0.03
10165,Galileo,2008.0,Adventure,0.03
10166,Captain Tsubasa J: The Way to World Youth,1995.0,Sports,0.03
10167,Alien Breed Trilogy,2011.0,Shooter,0.03
10168,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,2015.0,Simulation,0.03
10169,Sengoku Basara: Sanada Yukimura-Den,2016.0,Action,0.05
10170,Kisuato,2015.0,Adventure,0.03
10171,Renegade Racers,1999.0,Racing,0.03
10172,The Legend of Korra (3DS),2014.0,Strategy,0.03
10173,AniMates!,2007.0,Simulation,0.03
10174,Monster High 13 Wishes,2013.0,Action,0.05
10175,Franklin the Turtle,2005.0,Misc,0.03
10176,Catan,2009.0,Strategy,0.03
10177,Gauntlet / Rampart,2005.0,Misc,0.03
10178,Age of Empires III: Gold Edition,2007.0,Strategy,0.03
10179,Dream Girl Premier,2015.0,Misc,0.03
10180,River King: Wonderful Journey,2005.0,Sports,0.03
10181,Senran Kagura: Bon Appétit!,2014.0,Misc,0.03
10182,Ducati Moto,2008.0,Racing,0.03
10183,Justice League Heroes: The Flash,2006.0,Action,0.03
10184,Pop Cutie! Street Fashion Simulation (JP sales),2008.0,Simulation,0.03
10185,Kawasaki Snowmobiles,2008.0,Racing,0.03
10186,Dungeon Siege II,2005.0,Role-Playing,0.03
10187,Bae Yong-joon to Manabu Kankokugo DS,2009.0,Misc,0.03
10188,World War II Combat: Road To Berlin,2006.0,Shooter,0.03
10189,Metal Saga,2005.0,Role-Playing,0.03
10190,Imagine: Sweet 16,2010.0,Simulation,0.03
10191,SWAT 4,2005.0,Shooter,0.03
10192,Last Escort 2: Shinya no Amai Toge,2008.0,Adventure,0.03
10193,Pop'n Music 13 Carnival,2006.0,Simulation,0.03
10194,Magicka Collection,2011.0,Adventure,0.03
10195,Tokushu Houdoubu,2012.0,Adventure,0.03
10196,My DoItAll,2009.0,Misc,0.03
10197,Legacy of Ys: Books I & II,,Role-Playing,0.03
10198,Shakugan no Shana,2006.0,Adventure,0.03
10199,Monster Mayhem: Build and Battle,2009.0,Simulation,0.05
10200,I Heart Geeks,2011.0,Puzzle,0.03
10201,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,2008.0,Action,0.03
10202,The King of Fighters: Maximum Impact - Maniax,,Fighting,0.03
10203,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,2011.0,Adventure,0.03
10204,Hankou Shashin,1996.0,Adventure,0.03
10205,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,2015.0,Role-Playing,0.03
10206,Marker Man Adventures,2009.0,Platform,0.03
10207,Capcom Digital Collection,2012.0,Action,0.03
10208,Monster Hunter Frontier Online: Forward 2,2011.0,Role-Playing,0.03
10209,Moyashimon DS,2009.0,Action,0.03
10210,A Ressha de Gyoukou 2001,2001.0,Simulation,0.03
10211,Diabolik Lovers: Lunatic Parade,2016.0,Adventure,0.03
10212,Neverwinter Nights 2,2006.0,Role-Playing,0.03
10213,Starry ? Sky: In Autumn,2010.0,Misc,0.03
10214,Battlefield 1942,2002.0,Shooter,0.03
10215,Pitball,1996.0,Sports,0.03
10216,Combat Wings: The Great Battles of WWII,,Simulation,0.03
10217,D.C. III: Da Capo III,2013.0,Adventure,0.03
10218,Judge Dredd: Dredd Vs Death,2003.0,Shooter,0.05
10219,Ocean Commander,2009.0,Simulation,0.03
10220,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,2012.0,Adventure,0.03
10221,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,2015.0,Misc,0.03
10222,Tank Beat,2006.0,Strategy,0.03
