Name,Year,Genre,Global_Sales,Total
Hajime no Ippo: The Fighting! (2014),2014.0,Sports,0.03,1.7999999999999998
Eyeshield 21: Field Saikyou no Senshi Tachi,2007.0,Role-Playing,0.03,1.7999999999999998
Fullmetal Alchemist: Brotherhood,,Action,0.03,1.7999999999999998
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,2008.0,Adventure,0.03,1.7999999999999998
Medabots 9: Metabee / Rokusho,2015.0,Role-Playing,0.03,1.7999999999999998
Doodle Hex,2008.0,Puzzle,0.03,1.7999999999999998
Homeworld 2,2003.0,Strategy,0.03,1.7999999999999998
Hakuoki Zuisouroku Omokage Hana,2015.0,Action,0.03,1.7999999999999998
Hearts of Iron IV,2016.0,Strategy,0.03,1.7999999999999998
thinkSMART FAMILY!,2010.0,Misc,0.03,1.7999999999999998
Last Escort: Club Katze,2010.0,Adventure,0.04,2.4
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,2010.0,Adventure,0.03,1.7999999999999998
Otometeki Koi Kakumei * Love Revo,2006.0,Adventure,0.03,1.7999999999999998
Phantasy Star Online 2 Episode 4: Deluxe Package,2017.0,Role-Playing,0.04,2.4
Timmy Time,2011.0,Action,0.03,1.7999999999999998
Infinite Stratos 2: Ignition Hearts,2014.0,Adventure,0.06,3.5999999999999996
Airship Q,2015.0,Platform,0.03,1.7999999999999998
Otomedius Gorgeous,2008.0,Shooter,0.03,1.7999999999999998
Jikandia: The Timeless Land,2010.0,Role-Playing,0.03,1.7999999999999998
Egg Mania: Eggstreme Madness,2002.0,Puzzle,0.05,3.0
Boot Camp Academy,2010.0,Action,0.03,1.7999999999999998
Zero Escape: Virtue's Last Reward,2012.0,Adventure,0.03,1.7999999999999998
Darkstalkers Resurrection,2013.0,Fighting,0.03,1.7999999999999998
Take On Helicopters,2011.0,Simulation,0.03,1.7999999999999998
Highschool Terra Story,1998.0,Adventure,0.03,1.7999999999999998
Emergency! Disaster Rescue Squad,2009.0,Simulation,0.03,1.7999999999999998
Empire Earth II,2005.0,Strategy,0.03,1.7999999999999998
Suggoi! Arcana Heart 2,2009.0,Fighting,0.03,1.7999999999999998
Mother Goose no Himitsu no Yakata,2011.0,Adventure,0.03,1.7999999999999998
Winning Post 7 2009,2009.0,Sports,0.03,1.7999999999999998
Knights of Honor,2004.0,Strategy,0.03,1.7999999999999998
Puzzle & Action: Tant-R,1994.0,Misc,0.03,1.7999999999999998
Away: Shuffle Dungeon,2008.0,Role-Playing,0.03,1.7999999999999998
Bubble Bobble Evolution,2006.0,Puzzle,0.03,1.7999999999999998
Codename: Panzers Cold War,2009.0,Strategy,0.03,1.7999999999999998
Kekkaishi: Kokubourou Shuurai,2008.0,Action,0.03,1.7999999999999998
Shugo Chara! Amunonijiro Chara Change,2008.0,Action,0.03,1.7999999999999998
Galleon: Islands of Mystery,2004.0,Action,0.03,1.7999999999999998
Renai 0 Kilometer,2013.0,Adventure,0.03,1.7999999999999998
World Sports Competition,2009.0,Sports,0.03,1.7999999999999998
Tantei Jinguuji Saburo DS: Kienai Kokoro,2008.0,Adventure,0.03,1.7999999999999998
Far East of Eden Shinden,1995.0,Fighting,0.03,1.7999999999999998
Sunny Garcia Surfing,2001.0,Sports,0.03,1.7999999999999998
MotorHead,1998.0,Racing,0.03,1.7999999999999998
Alia's Carnival! Sacrament,2015.0,Adventure,0.03,1.7999999999999998
Nacho Libre,2006.0,Action,0.03,1.7999999999999998
StormLover,2010.0,Adventure,0.03,1.7999999999999998
Gensou Suikoden I & II,2006.0,Role-Playing,0.03,1.7999999999999998
Gloria Union,2011.0,Role-Playing,0.03,1.7999999999999998
Ebikore Photo Kano Kiss,2015.0,Action,0.03,1.7999999999999998
Bad Apple Wars,2015.0,Action,0.03,1.7999999999999998
Eyeshield 21: DevilBats DevilDays,2006.0,Role-Playing,0.03,1.7999999999999998
Jyuzaengi: Engetsu Sangokuden,2012.0,Action,0.03,1.7999999999999998
Shin Sangoku Musou Online: Kamishou Ranbu,2010.0,Action,0.03,1.7999999999999998
Dancing Blade II: Tears of Eden,1999.0,Adventure,0.03,1.7999999999999998
Kokoro no Kokoron,2011.0,Misc,0.03,1.7999999999999998
Hiiro no Kakera 3: Aoikuro no Kusabi,2008.0,Adventure,0.03,1.7999999999999998
BeatMania IIDX 13: DistorteD,2007.0,Simulation,0.03,1.7999999999999998
Go! Go! Hypergrind,2003.0,Sports,0.03,1.7999999999999998
Keshisasu-Kun: Battle Kas-tival,2010.0,Action,0.03,1.7999999999999998
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,2011.0,Misc,0.03,1.7999999999999998
Hot Pixel,2007.0,Puzzle,0.03,1.7999999999999998
Peak Performance,1997.0,Racing,0.03,1.7999999999999998
Dance Dance Revolution: Hottest Party 5,2011.0,Misc,0.03,1.7999999999999998
Who Wants to be a Millionaire: 2nd Edition,2008.0,Misc,0.04,2.4
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,2012.0,Adventure,0.06,3.5999999999999996
DokiDoki Majo Shinpan! 2,2008.0,Adventure,0.03,1.7999999999999998
S.L.A.I.: Steel Lancer Arena International,2005.0,Simulation,0.03,1.7999999999999998
Pet Alien: An Intergalactic Puzzlepalooza,2007.0,Action,0.03,1.7999999999999998
Blokus Portable: Steambot Championship,2006.0,Puzzle,0.03,1.7999999999999998
Renai Revenge,2015.0,Adventure,0.03,1.7999999999999998
Zoboomafoo: Leapin' Lemurs!,2001.0,Action,0.03,1.7999999999999998
Atelier Shallie Plus: Alchemists of the Dusk Sea,2016.0,Role-Playing,0.03,1.7999999999999998
Dennou Senki Virtual-On Force,2010.0,Fighting,0.03,1.7999999999999998
Sins of a Solar Empire,2008.0,Strategy,0.03,1.7999999999999998
Graffiti Kingdom,2004.0,Role-Playing,0.03,1.7999999999999998
Langrisser: Re:Incarnation Tensei,2015.0,Role-Playing,0.03,1.7999999999999998
Nettou! Powerful Koushien,2010.0,Sports,0.03,1.7999999999999998
Great Edo Blacksmith,2014.0,Adventure,0.03,1.7999999999999998
Armored Core SL: Silent Line Portable,2009.0,Simulation,0.03,1.7999999999999998
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,2008.0,Adventure,0.03,1.7999999999999998
Lethal Enforcers I & II,1996.0,Shooter,0.03,1.7999999999999998
Klonoa 2: Dream Champ Tournament,2002.0,Platform,0.03,1.7999999999999998
Shantae and the Pirate's Curse,2015.0,Platform,0.03,1.7999999999999998
Minna no Golf Jou Vol.1,2007.0,Sports,0.03,1.7999999999999998
The Peanuts Movie: Snoopy's Grand Adventure,2015.0,Action,0.09,5.3999999999999995
Power Rangers Super Megaforce,2014.0,Action,0.03,1.7999999999999998
Cabela's Big Game Hunter: Pro Hunts,2014.0,Shooter,0.08,4.8
Super Collapse! II,2004.0,Puzzle,0.03,1.7999999999999998
Ducati World Racing Challenge,2001.0,Racing,0.03,1.7999999999999998
Pop'n Music 14 Fever!,2007.0,Misc,0.03,1.7999999999999998
Golden Nugget Casino / Texas Hold 'Em Double Pack,2005.0,Misc,0.03,1.7999999999999998
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,2010.0,Role-Playing,0.03,1.7999999999999998
Lux-Pain (JP sales),2008.0,Adventure,0.03,1.7999999999999998
Senko no Ronde DUO,2010.0,Fighting,0.03,1.7999999999999998
Starshot: Space Circus Fever,1998.0,Platform,0.03,1.7999999999999998
Charlie Blasts Territory,1999.0,Action,0.03,1.7999999999999998
Big Mountain 2000,1998.0,Sports,0.03,1.7999999999999998
Tokimeki Memorial Girl's Side 1st Love Plus,2009.0,Adventure,0.03,1.7999999999999998
CIMA: The Enemy,2003.0,Role-Playing,0.03,1.7999999999999998
Katekyoo Hitman Reborn! Kizuna no Tag Battle,2010.0,Fighting,0.03,1.7999999999999998
Code Geass: Hangyaku no Lelouch,2007.0,Action,0.03,1.7999999999999998
GTR Evolution,2008.0,Racing,0.03,1.7999999999999998
Hudson x GReeeeN Live!? DeeeeS!?,2010.0,Misc,0.03,1.7999999999999998
Daibakushou: Jinsei Gekijou,1995.0,Misc,0.03,1.7999999999999998
Marble Madness / Klax,2005.0,Puzzle,0.03,1.7999999999999998
Downstream Panic!,2008.0,Action,0.03,1.7999999999999998
DJ Max Portable 3,2010.0,Misc,0.03,1.7999999999999998
Suzumiya Haruhi no Chokuretsu,2009.0,Adventure,0.03,1.7999999999999998
The Idolmaster: Gravure For You! Vol. 5,2012.0,Misc,0.03,1.7999999999999998
S.Y.K Renshouden,2010.0,Adventure,0.03,1.7999999999999998
Casino Chaos With Las Vegas Players Collection,2011.0,Misc,0.03,1.7999999999999998
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,2011.0,Adventure,0.03,1.7999999999999998
Konpeki no Kantai,1995.0,Strategy,0.03,1.7999999999999998
D.C.I.F.: Da Capo Innocent Finale,2009.0,Adventure,0.03,1.7999999999999998
Galaxy Angel II: Mugen Kairou no Kagi,2007.0,Strategy,0.03,1.7999999999999998
Nectaris: Military Madness,1998.0,Strategy,0.03,1.7999999999999998
Tenka-bito,2006.0,Strategy,0.03,1.7999999999999998
BRAHMA Force: The Assault on Beltlogger 9,1996.0,Shooter,0.03,1.7999999999999998
Petz: Dolphinz Encounter,2009.0,Simulation,0.03,1.7999999999999998
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,2009.0,Action,0.03,1.7999999999999998
Samurai Spirits: Tenkaichi Kenkakuden,,Fighting,0.03,1.7999999999999998
Robo Pit,1995.0,Fighting,0.03,1.7999999999999998
Emily Archer and the Curse of Tutankhamun,2011.0,Adventure,0.03,1.7999999999999998
Story Hour: Adventures,2008.0,Adventure,0.03,1.7999999999999998
Braid,2009.0,Platform,0.03,1.7999999999999998
Muv-Luv Alternative: Total Eclipse,2013.0,Simulation,0.03,1.7999999999999998
R-Type III: The Third Lightning,2004.0,Shooter,0.03,1.7999999999999998
Hakuouki,2008.0,Adventure,0.03,1.7999999999999998
"Princess Natasha: Student, Secret Agent, Princess",2006.0,Action,0.03,1.7999999999999998
Atomic Betty,2005.0,Puzzle,0.03,1.7999999999999998
Monster Hunter Frontier Online: Season 10,2011.0,Role-Playing,0.03,1.7999999999999998
Street Jam Basketball,2004.0,Sports,0.03,1.7999999999999998
Master of Monsters: Disciples of Gaia,1997.0,Strategy,0.03,1.7999999999999998
Armored Core: Last Raven Portable,2010.0,Simulation,0.03,1.7999999999999998
Commander: Conquest of the Americas,2010.0,Strategy,0.03,1.7999999999999998
Virtual Pool: Tournament Edition,2005.0,Sports,0.03,1.7999999999999998
Kung Fu Panda: Showdown of Legendary Legends,2015.0,Action,0.07,4.2
Nippon no Asoko de,2008.0,Misc,0.03,1.7999999999999998
MapleStory DS,2010.0,Role-Playing,0.03,1.7999999999999998
Phantasy Star Online 2: Episode 3 Deluxe Package,2015.0,Action,0.03,1.7999999999999998
Let's Dance with Mel B,2011.0,Sports,0.08,4.8
Popeye: Rush for Spinach,2005.0,Platform,0.03,1.7999999999999998
Beyblade Evolution,2013.0,Action,0.03,1.7999999999999998
Blue Breaker: Ken Yorimo Hohoemi o,1996.0,Role-Playing,0.03,1.7999999999999998
BeatMania IIDX 15: DJ Troopers,2008.0,Simulation,0.03,1.7999999999999998
Heathcliff! The Fast and the Furriest,2010.0,Racing,0.03,1.7999999999999998
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,2015.0,Role-Playing,0.03,1.7999999999999998
Planet of the Apes,2001.0,Action,0.03,1.7999999999999998
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,2011.0,Misc,0.03,1.7999999999999998
Worms,2009.0,Strategy,0.05,3.0
Drake & Josh: Talent Showdown,2007.0,Adventure,0.03,1.7999999999999998
Winx Club: Rockstars,2010.0,Adventure,0.03,1.7999999999999998
Hissatsu Pachinko Collection 3,1995.0,Misc,0.03,1.7999999999999998
Oumagatoki: Kaidan Romance,2012.0,Action,0.03,1.7999999999999998
Jack Keane,2008.0,Adventure,0.03,1.7999999999999998
Mahjong Kakutou Club: Zenkoku Taisenban,2006.0,Misc,0.03,1.7999999999999998
Hayate no Gotoku! Nightmare Paradise,2009.0,Adventure,0.03,1.7999999999999998
Nanashi no Game Me,2009.0,Action,0.03,1.7999999999999998
Heroes of Hellas 2: Olympia,2012.0,Puzzle,0.03,1.7999999999999998
Higurashi no Naku Koro ni Iki,2015.0,Action,0.04,2.4
HappinessCharge PreCure! Kawarun Collection,2014.0,Misc,0.03,1.7999999999999998
DICE: DNA Integrated Cybernetic Enterprises,2005.0,Shooter,0.03,1.7999999999999998
Battlefield 1942: The WW II Anthology,2004.0,Shooter,0.03,1.7999999999999998
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,2007.0,Action,0.03,1.7999999999999998
Megpoid the Music#,2013.0,Misc,0.03,1.7999999999999998
Rugby League Live,2010.0,Sports,0.06,3.5999999999999996
Grid Runner,1996.0,Action,0.03,1.7999999999999998
Saihai no Yukue,2008.0,Strategy,0.03,1.7999999999999998
Metal Dungeon,2002.0,Role-Playing,0.03,1.7999999999999998
Guitar Freaks V & DrumMania V,2006.0,Simulation,0.03,1.7999999999999998
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,2009.0,Adventure,0.03,1.7999999999999998
Gekido Advance: Kintaro's Revenge,2002.0,Action,0.03,1.7999999999999998
OZMAFIA!! -vivace-,2015.0,Adventure,0.03,1.7999999999999998
Girls Only,2010.0,Simulation,0.03,1.7999999999999998
Power Poke Dash,2006.0,Sports,0.03,1.7999999999999998
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,2009.0,Misc,0.03,1.7999999999999998
Detective Opera: Milky Holmes 2,2012.0,Adventure,0.03,1.7999999999999998
Turn It Around,2006.0,Action,0.03,1.7999999999999998
Blaze Union: Story to Reach the Future,2010.0,Role-Playing,0.03,1.7999999999999998
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,2016.0,Role-Playing,0.03,1.7999999999999998
Race Driver 2006,2006.0,Racing,0.03,1.7999999999999998
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,2010.0,Adventure,0.03,1.7999999999999998
Buffy the Vampire Slayer: Wrath of the Darkhul King,2003.0,Action,0.03,1.7999999999999998
My Hero Academia: Battle for All,2016.0,Action,0.03,1.7999999999999998
Nisekoi: Yomeiri!?,2014.0,Adventure,0.03,1.7999999999999998
New Tokyo Legacy: Operation Babel,2015.0,Role-Playing,0.03,1.7999999999999998
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,2011.0,Misc,0.03,1.7999999999999998
Triple Pack: Xbox Live Arcade Compilation,2011.0,Misc,0.03,1.7999999999999998
101-in-1 Sports Party Megamix,2010.0,Sports,0.03,1.7999999999999998
Roadsters,2000.0,Racing,0.03,1.7999999999999998
DeathSmiles II,2010.0,Shooter,0.03,1.7999999999999998
Calcio Bit,2006.0,Sports,0.03,1.7999999999999998
Whiteout,2002.0,Racing,0.05,3.0
Hyakumanton no Bara Bara,2010.0,Strategy,0.03,1.7999999999999998
Galaxy Angel II: Zettairyouiki no Tobira,2006.0,Strategy,0.03,1.7999999999999998
The Great Mystery Hidden Object Package 5,2015.0,Adventure,0.03,1.7999999999999998
1000 Cooking Recipes from ELLE à table,2010.0,Misc,0.03,1.7999999999999998
Hajime no Ippo: The Fighting,2002.0,Fighting,0.03,1.7999999999999998
Stellaris,2016.0,Strategy,0.03,1.7999999999999998
Spectral Souls: Resurrection of the Ethereal Empires,2005.0,Role-Playing,0.03,1.7999999999999998
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,2010.0,Adventure,0.03,1.7999999999999998
Syberia II,2004.0,Adventure,0.05,3.0
PopCap Hits! Vol 2,2011.0,Misc,0.03,1.7999999999999998
Ao no Kanata no Four Rhythm,2016.0,Adventure,0.03,1.7999999999999998
Motor Trend presents Lotus Challenge,2003.0,Racing,0.03,1.7999999999999998
Mystery Trackers: The Void,2011.0,Puzzle,0.03,1.7999999999999998
Bleach DS 4th: Flame Bringer,2009.0,Action,0.03,1.7999999999999998
Pacific Liberator,2009.0,Action,0.03,1.7999999999999998
Botanicula,2012.0,Adventure,0.03,1.7999999999999998
Parfait,2015.0,Adventure,0.03,1.7999999999999998
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,2009.0,Adventure,0.03,1.7999999999999998
The King of Fighters Portable '94~'98: Chapter of Orochi,2010.0,Fighting,0.03,1.7999999999999998
Nisenochigiri: Omoide no Saki e,2011.0,Adventure,0.03,1.7999999999999998
Age of Conan: Rise of the Godslayer,2010.0,Role-Playing,0.03,1.7999999999999998
Battlefield Vietnam,2004.0,Shooter,0.03,1.7999999999999998
In Cold Blood,2000.0,Adventure,0.03,1.7999999999999998
Mega Minis Volume 2,2011.0,Misc,0.03,1.7999999999999998
Kamigami no Asobi,2013.0,Adventure,0.03,1.7999999999999998
Kong: King of Atlantis,2005.0,Action,0.03,1.7999999999999998
Kidou Senshi V Gundam,1994.0,Action,0.03,1.7999999999999998
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,2005.0,Action,0.03,1.7999999999999998
The Settlers II 10th Anniversary,2006.0,Action,0.03,1.7999999999999998
Wrestle Angels: Survivor 2,2008.0,Fighting,0.03,1.7999999999999998
Betty Boop's Double Shift,2007.0,Puzzle,0.03,1.7999999999999998
Warhammer: Mark of Chaos,2006.0,Strategy,0.03,1.7999999999999998
Tsuku Monogatari,2011.0,Adventure,0.03,1.7999999999999998
Vitamin Z,2009.0,Adventure,0.03,1.7999999999999998
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,2011.0,Adventure,0.03,1.7999999999999998
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,2010.0,Adventure,0.03,1.7999999999999998
Harukanaru Toki no Naka de 5: Kazahanaki,2012.0,Role-Playing,0.03,1.7999999999999998
Nobunaga no Yabou DS 2,2008.0,Strategy,0.03,1.7999999999999998
The IdolM@ster: Gravure For You! Vol. 6,2012.0,Action,0.03,1.7999999999999998
Ghostbusters (2016),2016.0,Action,0.05,3.0
Secrets of the Titanic,2012.0,Action,0.03,1.7999999999999998
Metal Saga: Hagane no Kisetsu,2006.0,Role-Playing,0.03,1.7999999999999998
Animaniacs: The Great Edgar Hunt,2005.0,Platform,0.03,1.7999999999999998
Harukanaru Toki no Naka de 6,2015.0,Action,0.05,3.0
Dream Club Zero Portable,2011.0,Simulation,0.03,1.7999999999999998
Cossacks: European Wars,2001.0,Strategy,0.03,1.7999999999999998
The Island of Dr. Frankenstein,2009.0,Adventure,0.03,1.7999999999999998
TV Total Events,2011.0,Misc,0.03,1.7999999999999998
Battle Arena Toshinden URA,1995.0,Fighting,0.03,1.7999999999999998
Darius Burst: Chronicle Saviours,2016.0,Action,0.03,1.7999999999999998
Labyrinth Cross Blood: Infinity,2013.0,Role-Playing,0.03,1.7999999999999998
Prince of Persia (2008),2008.0,Action,0.03,1.7999999999999998
Super Duper Sumos,,Action,0.03,1.7999999999999998
HotBrain,2007.0,Puzzle,0.03,1.7999999999999998
UK Truck Simulator,2010.0,Simulation,0.03,1.7999999999999998
Gudetama: Hanjuku de Tanomuwa,2015.0,Action,0.03,1.7999999999999998
MechAssault: Phantom War,2006.0,Simulation,0.03,1.7999999999999998
Magicka,2011.0,Role-Playing,0.03,1.7999999999999998
Moto Racer DS,2008.0,Racing,0.03,1.7999999999999998
The Last Guy,2009.0,Action,0.03,1.7999999999999998
Akane Iro ni Somaru Saka Parallel,2008.0,Adventure,0.03,1.7999999999999998
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,2011.0,Adventure,0.03,1.7999999999999998
Monster Hunter Frontier Online: Forward 1,2011.0,Role-Playing,0.03,1.7999999999999998
X3: Terran Conflict,2008.0,Simulation,0.03,1.7999999999999998
Timeshock! Pro Pinball,1998.0,Misc,0.03,1.7999999999999998
D1 Professional Drift Grand Prix Series,2005.0,Racing,0.03,1.7999999999999998
Starry ? Sky: In Winter,2011.0,Misc,0.03,1.7999999999999998
Little Bears,2009.0,Simulation,0.03,1.7999999999999998
Rush Hour,1997.0,Misc,0.03,1.7999999999999998
Pro Cast Sports Fishing,2003.0,Sports,0.03,1.7999999999999998
Gintama: Banji Oku Chuubu!,2007.0,Action,0.03,1.7999999999999998
Saka Agari Hurricane Portable,2011.0,Adventure,0.03,1.7999999999999998
Negima!? Dream Tactic Yumemiru Otome Princess,2007.0,Strategy,0.03,1.7999999999999998
King Arthur II,2011.0,Strategy,0.03,1.7999999999999998
Dakar 2: The World's Ultimate Rally,2003.0,Racing,0.05,3.0
Jewel Match 2,2012.0,Puzzle,0.03,1.7999999999999998
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",2011.0,Misc,0.03,1.7999999999999998
Guild Wars: Nightfall,2006.0,Role-Playing,0.03,1.7999999999999998
Dave Mirra Freestyle BMX 3,2002.0,Sports,0.03,1.7999999999999998
My Animal Centre,2009.0,Simulation,0.03,1.7999999999999998
Eco Creatures: Save The Forest,2007.0,Adventure,0.03,1.7999999999999998
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,2009.0,Adventure,0.03,1.7999999999999998
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,2011.0,Action,0.03,1.7999999999999998
Dragon Tamer: Sound Spirit,2007.0,Role-Playing,0.03,1.7999999999999998
La Pucelle: Ragnarok,2009.0,Role-Playing,0.03,1.7999999999999998
Kiniro no Corda 2 f Encore,2009.0,Role-Playing,0.03,1.7999999999999998
Darius II,1995.0,Shooter,0.03,1.7999999999999998
RollerCoaster Tycoon 2: Triple Thrill Pack,2003.0,Strategy,0.03,1.7999999999999998
Bleach: Soul Carnival 2,2009.0,Fighting,0.03,1.7999999999999998
ParaParaParadise,2001.0,Misc,0.03,1.7999999999999998
Tiger & Bunny: On-Air Jack!,2012.0,Action,0.03,1.7999999999999998
Eureka Seven AO: Jungfrau no Hanabanatachi,2012.0,Action,0.03,1.7999999999999998
Warship Gunner 2,2006.0,Simulation,0.03,1.7999999999999998
Gotcha Force,2003.0,Shooter,0.03,1.7999999999999998
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,2007.0,Fighting,0.03,1.7999999999999998
CID The Dummy,2009.0,Platform,0.06,3.5999999999999996
Xblaze: Lost Memories,2015.0,Adventure,0.05,3.0
The Perfect Golf,1995.0,Sports,0.03,1.7999999999999998
Let's Sing 2016,2015.0,Action,0.03,1.7999999999999998
Wrestle Kingdom,2006.0,Fighting,0.03,1.7999999999999998
Demon Driver: Time to Burn Rubber!,2003.0,Racing,0.03,1.7999999999999998
Bigfoot King of Crush,2011.0,Racing,0.03,1.7999999999999998
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,2006.0,Adventure,0.03,1.7999999999999998
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,2013.0,Fighting,0.03,1.7999999999999998
The Sims 2: Bon Voyage,2007.0,Simulation,0.03,1.7999999999999998
Brothers Conflict: Passion Pink,2012.0,Action,0.03,1.7999999999999998
Kuryuu Youma Gakuenki Recharge,2006.0,Adventure,0.03,1.7999999999999998
My Frogger: Toy Trials,2006.0,Action,0.03,1.7999999999999998
Jet Grind Radio,2003.0,Action,0.03,1.7999999999999998
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,2009.0,Action,0.03,1.7999999999999998
3DS Classic Collection,2016.0,Misc,0.03,1.7999999999999998
The Adventures of Lomax,1996.0,Platform,0.03,1.7999999999999998
Neverwinter Nights Diamond,2004.0,Role-Playing,0.03,1.7999999999999998
Divinity II: Flames of Vengeance,2010.0,Role-Playing,0.03,1.7999999999999998
Under the Skin,2004.0,Action,0.03,1.7999999999999998
Battlefield 2142,2006.0,Shooter,0.03,1.7999999999999998
Kabu Trader Shun,2007.0,Action,0.03,1.7999999999999998
Poy Poy,1997.0,Action,0.03,1.7999999999999998
Hermie Hopperhead: Scrap Panic,1995.0,Platform,0.03,1.7999999999999998
DrumMania 7th Mix,2001.0,Simulation,0.03,1.7999999999999998
Runabout 3: Neo Age,2002.0,Racing,0.03,1.7999999999999998
AMNESIA World,2014.0,Adventure,0.03,1.7999999999999998
My Ballet Studio,2009.0,Simulation,0.05,3.0
Guild Wars,2005.0,Role-Playing,0.03,1.7999999999999998
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,2010.0,Adventure,0.03,1.7999999999999998
Sengoku Efuda Yuugi: Hototogisu Tairan,2010.0,Strategy,0.03,1.7999999999999998
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,2007.0,Sports,0.03,1.7999999999999998
Touch Shot! Love Application,2012.0,Adventure,0.03,1.7999999999999998
Nanotek Warrior,1997.0,Shooter,0.03,1.7999999999999998
Galileo,2008.0,Adventure,0.03,1.7999999999999998
Captain Tsubasa J: The Way to World Youth,1995.0,Sports,0.03,1.7999999999999998
Alien Breed Trilogy,2011.0,Shooter,0.03,1.7999999999999998
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,2015.0,Simulation,0.03,1.7999999999999998
Sengoku Basara: Sanada Yukimura-Den,2016.0,Action,0.05,3.0
Kisuato,2015.0,Adventure,0.03,1.7999999999999998
Renegade Racers,1999.0,Racing,0.03,1.7999999999999998
The Legend of Korra (3DS),2014.0,Strategy,0.03,1.7999999999999998
AniMates!,2007.0,Simulation,0.03,1.7999999999999998
Monster High 13 Wishes,2013.0,Action,0.05,3.0
Franklin the Turtle,2005.0,Misc,0.03,1.7999999999999998
Catan,2009.0,Strategy,0.03,1.7999999999999998
Gauntlet / Rampart,2005.0,Misc,0.03,1.7999999999999998
Age of Empires III: Gold Edition,2007.0,Strategy,0.03,1.7999999999999998
Dream Girl Premier,2015.0,Misc,0.03,1.7999999999999998
River King: Wonderful Journey,2005.0,Sports,0.03,1.7999999999999998
Senran Kagura: Bon Appétit!,2014.0,Misc,0.03,1.7999999999999998
Ducati Moto,2008.0,Racing,0.03,1.7999999999999998
Justice League Heroes: The Flash,2006.0,Action,0.03,1.7999999999999998
Pop Cutie! Street Fashion Simulation (JP sales),2008.0,Simulation,0.03,1.7999999999999998
Kawasaki Snowmobiles,2008.0,Racing,0.03,1.7999999999999998
Dungeon Siege II,2005.0,Role-Playing,0.03,1.7999999999999998
Bae Yong-joon to Manabu Kankokugo DS,2009.0,Misc,0.03,1.7999999999999998
World War II Combat: Road To Berlin,2006.0,Shooter,0.03,1.7999999999999998
Metal Saga,2005.0,Role-Playing,0.03,1.7999999999999998
Imagine: Sweet 16,2010.0,Simulation,0.03,1.7999999999999998
SWAT 4,2005.0,Shooter,0.03,1.7999999999999998
Last Escort 2: Shinya no Amai Toge,2008.0,Adventure,0.03,1.7999999999999998
Pop'n Music 13 Carnival,2006.0,Simulation,0.03,1.7999999999999998
Magicka Collection,2011.0,Adventure,0.03,1.7999999999999998
Tokushu Houdoubu,2012.0,Adventure,0.03,1.7999999999999998
My DoItAll,2009.0,Misc,0.03,1.7999999999999998
Legacy of Ys: Books I & II,,Role-Playing,0.03,1.7999999999999998
Shakugan no Shana,2006.0,Adventure,0.03,1.7999999999999998
Monster Mayhem: Build and Battle,2009.0,Simulation,0.05,3.0
I Heart Geeks,2011.0,Puzzle,0.03,1.7999999999999998
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,2008.0,Action,0.03,1.7999999999999998
The King of Fighters: Maximum Impact - Maniax,,Fighting,0.03,1.7999999999999998
